address,zipcode,price,sqft,bedroom,bathroom,latitude,longitude,Property Type
"77 Manila Ave, Staten Island, NY 10306",10306,924888,2150,6,3.0,40.56101,-74.10894,multi-family
"190 Meisner Ave, Staten Island, NY 10306",10306,2300000,3000,6,3.0,40.578606,-74.13336,multi-family
"47 Andrews Ave, Staten Island, NY 10306",10306,1249999,2552,4,4.0,40.571762,-74.13683,single-family home
"2256 E  60th Pl, Brooklyn, NY 11234",11234,925000,1920,4,4.0,40.610947,-73.91121,single-family home
"4106 Avenue T, Brooklyn, NY 11234",11234,975000,1440,3,2.0,40.610416,-73.92547,single-family home
"1505 E  54th St, Brooklyn, NY 11234",11234,599000,868,2,3.0,40.620876,-73.9229,single-family home
"2460 E  71st St, Brooklyn, NY 11234",11234,925000,2900,4,3.0,40.61369,-73.900986,single-family home
"16 Montana Pl, Brooklyn, NY 11234",11234,1940000,4300,4,3.0,40.60645,-73.90364,single-family home
"2340 E  65th St, Brooklyn, NY 11234",11234,3150000,4200,6,6.0,40.612602,-73.90806,single-family home
"2246 National Dr, Brooklyn, NY 11234",11234,1999000,3424,5,5.0,40.60592,-73.91545,multi-family
"5 Harden St, Brooklyn, NY 11234",11234,779000,1800,3,3.0,40.622543,-73.93462,single-family home
"2667 E  66th St, Brooklyn, NY 11234",11234,2859000,3700,5,6.0,40.606457,-73.90969,single-family home
"2526 Ralph Ave, Brooklyn, NY 11234",11234,599000,1296,3,3.0,40.616505,-73.91729,single-family home
"1683 E  54th St, Brooklyn, NY 11234",11234,869000,3400,6,4.0,40.616432,-73.922424,multi-family
"1469 Royce St #3J, Brooklyn, NY 11234",11234,659000,1164,2,3.0,40.62388,-73.90769,condo
"2030 E  57th St #95F, Brooklyn, NY 11234",11234,289000,890,2,1.0,40.61397,-73.91883,coop
"2628 E  66th St, Brooklyn, NY 11234",11234,1199000,4000,6,3.0,40.607494,-73.909294,single-family home
"1657 Ryder St, Brooklyn, NY 11234",11234,859000,1440,3,2.0,40.616726,-73.935036,single-family home
"1 Gracie Ter #20A, New York, NY 10028",10028,1295000,1900,3,3.0,40.772278,-73.9458,coop
"12 E  82nd St, New York, NY 10028",10028,45000000,12000,4,10.0,40.778404,-73.96161,townhouse
"75 E  End Ave, New York, NY 10028",10028,3400000,725,4,5.0,40.772545,-73.94606,coop
"960 Park Ave  #3W4C, New York, NY 10028",10028,9500000,5200,5,6.0,40.777946,-73.95935,coop
"995 5th Ave #16, New York, NY 10028",10028,29500000,8360,8,10.0,40.778004,-73.96255,apartment
"1020 5th Ave #12, New York, NY 10028",10028,10500000,3500,3,4.0,40.7796,-73.96143,coop
"222 E  81st St   #RES2, New York, NY 10028",10028,5495000,3378,3,5.0,40.7749,-73.9554,condo
"205 E  85th St #20C, New York, NY 10028",10028,3700000,1332,2,3.0,40.77836,-73.95379,condo
"515 E  85th St #6D, New York, NY 10028",10028,650000,770,1,1.0,40.775177,-73.94686,coop
"241 W  97th St   #8M, New York, NY 10025",10025,1895000,1377,3,2.0,40.7959,-73.9715,condo
"250 96th St   #17B, New York, NY 10025",10025,3550000,1387,2,3.0,40.794598,-73.97239,condo
"263 W  93rd St, New York, NY 10025",10025,7950000,5955,4,7.0,40.793274,-73.97392,single-family home
"870 Riverside Dr #5D, New York, NY 10032",10032,750000,1750,3,2.0,40.83682,-73.9466,coop
"664 W 161st Street UNIT 5-E, New York, NY 10032",10032,399000,700,2,1.0,40.837383,-73.94562,coop
"416 W  154th St, New York, NY 10032",10032,2950000,4104,5,5.0,40.830246,-73.94251,townhouse
"800 Riverside Dr   #GRI, New York, NY 10032",10032,1975000,2100,3,2.0,40.8347,-73.946,coop
"912 Saint Nicholas Ave, New York, NY 10032",10032,2425000,4000,6,7.0,40.831264,-73.940956,townhouse
"815 Riverside Dr, New York, NY 10032",10032,1500000,4384,5,7.0,40.83547,-73.94595,multi-family
"1993 Amsterdam Ave  #54, New York, NY 10032",10032,200000,600,2,1.0,40.8337,-73.941,coop
"1993 Amsterdam Ave  #64, New York, NY 10032",10032,185000,600,2,1.0,40.8337,-73.941,coop
"196 Orchard St #7R, New York, NY 10002",10002,1395000,846,1,1.0,40.72232,-73.98775,condo
"455 Franklin D Roosevelt Dr #B1201, Manhattan, NY 10002",10002,815000,1055,2,1.0,40.71311,-73.97784,coop
"470 W  146th St #63, Manhattan, NY 10031",10031,550000,1000,4,1.0,40.82545,-73.94662,coop
"445 Lafayette St   #9B, New York, NY 10003",10003,3075000,1681,2,3.0,40.7295,-73.9912,apartment
"1 Irving Pl #U17B, New York, NY 10003",10003,1250000,685,1,1.0,40.7345,-73.9892,condo
"330 E  38th St #27NO, New York, NY 10016",10016,2799000,2219,3,3.0,40.746334,-73.97217,condo
"330 E  38th St #49G, New York, NY 10016",10016,1120000,770,1,1.0,40.746418,-73.97337,multi-family
"41 W  72nd St #17C, New York, NY 10023",10023,960000,700,1,1.0,40.777386,-73.97798,condo
"3 W  122nd St #6C, New York, NY 10027",10027,995000,900,2,2.0,40.805553,-73.94576,condo
"65 W 95 Street UNIT 8B, Manhattan, NY 10025",10025,875000,780,1,1.0,40.792095,-73.9672,coop
"45 Tudor City Pl #1019, New York, NY 10017",10017,285500,300,0,1.0,40.75205,-73.97327,coop
"80 Riverside Blvd #9M, New York, NY 10069",10069,4500000,2507,4,4.0,40.77505,-73.989944,condo
"520 W  19th St #6B, New York, NY 10011",10011,3400000,2041,3,3.0,40.745483,-74.00712,condo
"264 W 22nd Street UNIT 7, Manhattan, NY 10011",10011,540000,450,1,1.0,40.74432,-73.998535,coop
"475 Franklin D Roosevelt Dr #L1702, Manhattan, NY 10002",10002,835000,562,2,1.0,40.7126,-73.978,coop
"825 W  179th St #3A, Manhattan, NY 10033",10033,790000,1200,2,2.0,40.84984,-73.94049,coop
"110-11 Queens Blvd #17J, Queens, NY 11375",11375,465000,820,1,1.0,40.720043,-73.839905,coop
"9611 69th Ave, Flushing, NY 11375",11375,1399000,2044,3,3.0,40.717205,-73.852234,single-family home
"25 Burns St #4A, Forest Hills, NY 11375",11375,269000,750,1,1.0,40.718895,-73.84419,coop
"67-41 Burns St   #414, Forest Hills, NY 11375",11375,339000,900,2,1.0,40.72278,-73.85474,coop
"10 Holder Pl #1B, Flushing, NY 11375",11375,999000,1900,3,2.0,40.718094,-73.84246,coop
"76-36 113th St   #2M, Forest Hills, NY 11375",11375,675000,1350,3,2.0,40.71678,-73.83333,coop
"6910 Yellowstone Blvd #408, Flushing, NY 11375",11375,458000,1100,2,1.0,40.72456,-73.84686,coop
"107-06 Queens Blvd #4K, Forest Hills, NY 11375",11375,899000,786,1,1.0,40.72159,-73.846115,condo
"61-20 Grand Central Parkway UNIT B310, Forest Hills, NY 11375",11375,210000,720,0,1.0,40.718697,-73.83404,coop
"76-36 113th St   #B2, Forest Hills, NY 11375",11375,670000,1350,3,2.0,40.71678,-73.83333,coop
"107-40 Queens Blvd UNIT 10K, Forest Hills, NY 11375",11375,599000,850,2,1.0,40.72131,-73.84501,coop
"6847 Juno St, Flushing, NY 11375",11375,1070000,1456,3,2.0,40.715916,-73.85346,single-family home
"67-76 Booth St #1N, Forest Hills, NY 11375",11375,599999,1400,2,2.0,40.724518,-73.85213,coop
"336 Burns St, Forest Hills Gardens, NY 11375",11375,1638000,2160,4,3.0,40.714306,-73.83662,single-family home
"20 Continental Ave #4P, Forest Hills Gardens, NY 11375",11375,370000,550,0,1.0,40.718704,-73.84548,coop
"112-01 Queens Blvd #17A, Forest Hills, NY 11375",11375,790000,908,1,2.0,40.7188,-73.8366,condo
"66-36 Yellowstone Blvd #6B, Forest Hills, NY 11375",11375,539000,1000,2,1.0,40.728603,-73.849525,coop
"102-30 66th Rd   #1H, Forest Hills, NY 11375",11375,399000,975,2,1.0,40.7284,-73.8509,coop
"68-45 Selfridge St, Forest Hills, NY 11375",11375,1068000,1938,4,3.0,40.71247,-73.856346,multi-family
"6120 Grand Central Pkwy #C802, Forest Hills, NY 11375",11375,345000,1000,2,1.0,40.7378,-73.8475,coop
"109-19 72nd Road UNIT 5A, Forest Hills, NY 11375",11375,1320000,1175,2,2.0,40.719486,-73.841385,condo
"163-08 Crocheron Avenue, Flushing, NY 11358",11358,1790000,4288,8,3.0,40.76239,-73.80229,multi-family
"168-05 Depot Rd, Flushing, NY 11358",11358,3798888,5916,10,7.0,40.761566,-73.79787,multi-family
"36-16 170th St   #1B, Flushing, NY 11358",11358,595000,816,2,2.0,40.762325,-73.796455,condo
"36-16 170th Street UNIT 1B+P, Flushing, NY 11358",11358,635000,816,2,2.0,40.762306,-73.79634,condo
"4521 168th St, Flushing, NY 11358",11358,1100000,1464,3,3.0,40.75525,-73.79874,single-family home
"4333 163rd St, Flushing, NY 11358",11358,1799000,2000,5,4.0,40.757694,-73.803116,multi-family
"43-39 159th Street, Flushing, NY 11358",11358,1880000,2340,8,6.0,40.757774,-73.806885,multi-family
"35-40 165th Street, Flushing, NY 11358",11358,1689000,2340,5,3.0,40.76413,-73.80093,single-family home
"45-05 161st, Flushing, NY 11358",11358,1750000,2400,6,4.0,40.75623,-73.805214,multi-family
"29-28 166th St, Flushing, NY 11358",11358,989888,1600,3,2.0,40.77007,-73.799164,single-family home
"35-04 160th St, Flushing, NY 11358",11358,2100000,3521,6,4.0,40.76538,-73.80547,single-family home
"29-32 166th Street, Flushing, NY 11358",11358,1200000,1526,3,2.0,40.770004,-73.799034,single-family home
"43-29 165th Street, Flushing, NY 11358",11358,1835000,3400,8,6.0,40.757603,-73.80123,multi-family
"42-36 161st Street, Flushing, NY 11358",11358,2388888,3000,7,3.0,40.759415,-73.80534,multi-family
"41-40 170th Street, Flushing, NY 11358",11358,1190000,1890,5,2.0,40.75888,-73.796936,multi-family
"36-31 170th Street UNIT 13, Queens, NY 11358",11358,230000,700,1,1.0,40.761898,-73.79584,coop
"4556 171st Pl, Flushing, NY 11358",11358,1180000,2111,5,2.0,40.75406,-73.7957,multi-family
"45-56 171st Place, Flushing, NY 11358",11358,1180000,2111,5,2.0,40.75406,-73.7957,multi-family
"46-30 161 Street, Flushing, NY 11358",11358,1250000,2500,4,2.0,40.752888,-73.806175,multi-family
"45 Lorrain Ave, Staten Island, NY 10312",10312,670000,1512,3,4.0,40.542362,-74.17565,single-family home
"194-47 113th Avenue, Saint Albans, NY 11412",11412,470000,1696,3,2.0,40.7004,-73.75947,single-family home
"115-23 220th Street, Cambria Heights, NY 11411",11411,642000,1320,3,2.0,40.699467,-73.73757,single-family home
"14718 38th Avenue UNIT 2B, Flushing, NY 11354",11354,270000,800,1,1.0,40.763264,-73.81837,coop
"175-20 Wexford Terrace UNIT 11G, Jamaica, NY 11432",11432,228000,739,1,1.0,40.71231,-73.7875,coop
"3 Court Sq   #3203, Long Island City, NY 11101",11101,1435000,992,2,1.0,40.7477,-73.9443,condo
"80-16 19th Avenue UNIT 2, East Elmhurst, NY 11370",11370,400000,640,1,1.0,40.772972,-73.889824,condo
"72-81 113 Street UNIT 7L, Forest Hills, NY 11375",11375,410000,1100,2,1.0,40.719936,-73.83567,coop
"92-05 Whitney Ave  #B44, Elmhurst, NY 11373",11373,359000,1000,2,1.0,40.747704,-73.87454,coop
"83-60 Vietor Avenue UNIT 1A, Elmhurst, NY 11373",11373,199000,550,0,1.0,40.743816,-73.88062,coop
"83-45 Vietor Avenue UNIT 5D, Flushing, NY 11373",11373,235000,550,0,1.0,40.743713,-73.88116,coop
"9405A 46th Ave  #3, Elmhurst, NY 11373",11373,679000,1048,3,2.0,40.7437,-73.8702,condo
"84-20 51st Avenue UNIT 1A, Elmhurst, NY 11373",11373,200000,500,0,1.0,40.73826,-73.878586,coop
"83-30 Vietor Avenue UNIT 109, Elmhurst, NY 11373",11373,200000,600,0,1.0,40.743347,-73.88098,coop
"83-45 Vietor Avenue UNIT 7M, Elmhurst, NY 11373",11373,470000,1050,2,1.0,40.74347,-73.8812,coop
"83-06 Vietor Avenue UNIT 6, Elmhurst, NY 11373",11373,478000,1300,2,2.0,40.742622,-73.88156,coop
"84-28 56th Avenue, Elmhurst, NY 11373",11373,1899900,3480,10,6.0,40.731163,-73.87923,multi-family
"94-31 60th Ave  #1B, Elmhurst, NY 11373",11373,399000,950,2,1.0,40.734734,-73.865845,coop
"42-25 80th Street UNIT 1C, Elmhurst, NY 11373",11373,569000,961,1,1.0,40.742554,-73.88488,condo
"41-50 78th St #725, Elmhurst, NY 11373",11373,190000,439,0,1.0,40.743984,-73.88731,coop
"87-14 57th Rd   #4F, Elmhurst, NY 11373",11373,560000,862,2,1.0,40.733086,-73.87374,condo
"92-29 Lemont  Ave UNIT 1 E, Flushing, NY 11373",11373,299000,800,1,1.0,40.745506,-73.87336,coop
"40-24 Case Street, Flushing, NY 11373",11373,1689000,3058,8,5.0,40.747807,-73.8762,multi-family
"92-29 Lamont Avenue UNIT 5C, Elmhurst, NY 11373",11373,319000,800,1,1.0,40.745457,-73.87324,coop
"83-37 Saint James Ave #4T, Elmhurst, NY 11373",11373,359000,990,1,1.0,40.739532,-73.87956,coop
"41-36 Gleane Street UNIT 11, Elmhurst, NY 11373",11373,2450000,7830,16,11.0,40.74585,-73.87869,multi-family
"81-11 45th Ave UNIT 7G, Elmhurst, NY 11373",11373,545000,1000,2,1.0,40.741676,-73.88339,coop
"83-25 Vietor Ave UNIT 4B, Elmhurst, NY 11373",11373,220000,425,0,1.0,40.74299,-73.88157,coop
"82-01 Britton Avenue UNIT 2P, Elmhurst, NY 11373",11373,568000,950,2,1.0,40.74318,-73.88281,condo
"83-07 Pettit Avenue, Flushing, NY 11373",11373,1298888,1834,4,3.0,40.745564,-73.88264,single-family home
"9017 55th Ave, Flushing, NY 11373",11373,1799000,2400,6,5.0,40.737083,-73.87254,townhouse
"60-70 Woodhaven Boulevard UNIT 4H, Elmhurst, NY 11373",11373,489000,616,1,1.0,40.730206,-73.871864,condo
"40-05 Ithaca St #5F, Elmhurst, NY 11373",11373,225000,475,0,1.0,40.746346,-73.88301,coop
"8115 Queens Blvd #6B, Elmhurst, NY 11373",11373,588000,791,2,2.0,40.73779,-73.8828,apartment
"94-11 59th Avenue UNIT C3, Flushing, NY 11373",11373,435000,950,2,1.0,40.73482,-73.86684,coop
"53-10. 90th Street UNIT 3B, Elmhurst, NY 11373",11373,499000,600,1,1.0,40.737778,-73.87359,condo
"262-23 60th Avenue, Little Neck, NY 11362",11362,988000,1153,3,3.0,40.760765,-73.71965,single-family home
"240-15 68th Ave  #7, Little Neck, NY 11362",11362,1200000,2310,5,3.0,40.7512,-73.7382,multi-family
"244-02 57th Drive UNIT E-6, Little Neck, NY 11362",11362,259000,739,1,1.0,40.756805,-73.73659,coop
"256-04 58th Avenue, Little Neck, NY 11362",11362,1799999,2500,6,5.0,40.76154,-73.72398,multi-family
"66-07 242nd Street UNIT 13D, Little Neck, NY 11362",11362,368000,600,1,1.0,40.75239,-73.73678,condo
"248-65 Thornhill Avenue, Little Neck, NY 11362",11362,1450000,2400,5,5.0,40.76173,-73.733246,single-family home
"242-15 61st Ave  #1, Little Neck, NY 11362",11362,399000,950,2,1.0,40.75576,-73.740845,coop
"242-15 61st Avenue UNIT Lower, Queens, NY 11362",11362,399000,950,2,1.0,40.75575,-73.738655,coop
"6032 Little Neck Pkwy UNIT 849, Little Neck, NY 11362",11362,249000,650,1,1.0,40.75851,-73.72245,coop
"57-31 Little Neck Parkway, Flushing, NY 11362",11362,1398888,2178,4,4.0,40.762608,-73.72311,single-family home
"2875 Harrington Avenue, Bronx, NY 10461",10461,749000,3078,5,2.0,40.840057,-73.83325,multi-family
"1950 Pilgrim Avenue, Bronx, NY 10461",10461,795000,3072,4,2.0,40.85092,-73.83267,multi-family
"1579 Yates Avenue, Bronx, NY 10461",10461,1288000,1648,4,3.0,40.847015,-73.84793,single-family home
"2866 Lasalle Avenue, Bronx, NY 10461",10461,865000,2400,5,3.0,40.83829,-73.83208,single-family home
"3321 Bruckner Boulevard UNIT 4F, Bronx, NY 10461",10461,119000,550,0,1.0,40.841988,-73.82646,coop
"2824 Wellman Avenue, Bronx, NY 10461",10461,679000,1682,2,2.0,40.84115,-73.83598,multi-family
"1419 Mayflower Ave  #1, Bronx, NY 10461",10461,670000,1500,3,2.0,40.839325,-73.833755,condo
"1870 Narragansett Avenue, Bronx, NY 10461",10461,699000,1400,3,2.0,40.853706,-73.84924,single-family home
"1963 Hobart Ave  #1-8, Bronx, NY 10461",10461,1499000,4560,11,8.0,40.851242,-73.83138,multi-family
"144 Reville Street, Bronx, NY 10464",10464,679000,1424,3,4.0,40.848938,-73.786674,single-family home
"2516 Hering Avenue, Bronx, NY 10469",10469,729000,1800,3,2.0,40.86353,-73.8536,multi-family
"154 E  71st St, New York, NY 10021",10021,13500000,11140,6,10.0,40.769318,-73.96229,townhouse
"930 5th Ave #7G, New York, NY 10021",10021,1200000,900,1,1.0,40.77381,-73.96556,coop
"3 E  75th St, New York, NY 10021",10021,23500000,11400,5,5.0,40.77435,-73.96488,condo
"930 5th Ave #3J, New York, NY 10021",10021,895000,600,0,1.0,40.77381,-73.96556,coop
"530 E  76th St #14B, New York, NY 10021",10021,1350000,953,2,2.0,40.76819,-73.95009,condo
"524 E  72nd St   #32CDE, New York, NY 10021",10021,4490000,2800,3,4.0,40.7659,-73.9525,condo
"175 E  74th St #2E, New York, NY 10021",10021,849000,925,1,1.0,40.771275,-73.959885,coop
"181 E  73rd St #4G, New York, NY 10021",10021,799000,950,2,1.0,40.770645,-73.96036,coop
"305 E  72nd St #11H, New York, NY 10021",10021,1195000,1000,2,1.0,40.769047,-73.957794,coop
"370 E 76 Street UNIT A1607, New York, NY 10021",10021,484500,632,0,1.0,40.770664,-73.95502,coop
"750 Park Ave #8E, New York, NY 10021",10021,655000,610,0,1.0,40.77098,-73.96431,coop
"325 E  72nd St #7D, New York, NY 10021",10021,1350000,1013,2,2.0,40.7685,-73.95693,coop
"765 Park Ave  #7B, New York, NY 10021",10021,15980000,5500,4,7.0,40.7711,-73.9632,coop
"225 E  76th St #3G, New York, NY 10021",10021,565000,850,1,1.0,40.772,-73.95734,coop
"710 Park Ave #14C, New York, NY 10021",10021,1800000,1500,2,2.0,40.76978,-73.96533,coop
"345 E  73rd St #12G, New York, NY 10021",10021,875000,800,1,1.0,40.76896,-73.95604,coop
"128 E  74th St, New York, NY 10021",10021,19995000,6785,5,8.0,40.771786,-73.961945,townhouse
"5 E  75th St #6, New York, NY 10021",10021,2350000,900,1,1.0,40.774296,-73.96475,coop
"815 Park Ave #8C, New York, NY 10021",10021,5900000,4400,5,5.0,40.772728,-73.96215,coop
"515 E  72nd St   #5KLMN, New York, NY 10021",10021,4495000,2750,5,5.0,40.7669,-73.9527,condo
"900 5th Ave #14B, New York, NY 10021",10021,2850000,2000,2,3.0,40.77181,-73.96707,coop
"927 5th Ave #9, New York, NY 10021",10021,28750000,5700,6,5.0,40.773495,-73.96584,coop
"750 Park Ave #8D, New York, NY 10021",10021,390000,550,0,1.0,40.77098,-73.96431,coop
"117 W  17th St   #2A, New York, NY 10011",10011,1995000,1250,1,2.0,40.7398,-73.9962,condo
"420 W 23rd Street UNIT PA-1, New York, NY 10011",10011,1390000,920,0,2.0,40.74664,-74.0024,condo
"121 W  20th St #4F, New York, NY 10011",10011,1995000,1750,0,2.0,40.74156,-73.994865,condo
"55 W  17th St #405, New York, NY 10011",10011,2500000,1417,2,2.0,40.739204,-73.99475,condo
"200 W  20th St   #1003, New York, NY 10011",10011,575000,527,0,1.0,40.7422,-73.9975,coop
"85 8th Ave #1J, New York, NY 10011",10011,499000,550,0,1.0,40.740345,-74.0026,coop
"500 18th St   #32A, New York, NY 10011",10011,25000000,5663,5,6.0,40.74465,-74.00644,condo
"365 W  20th St #16-A, New York, NY 10011",10011,875000,625,1,1.0,40.744595,-74.00237,coop
"405 W  23rd St #5D, New York, NY 10011",10011,1080000,425,1,2.0,40.747147,-74.0012,coop
"456 W  19th St   #67B, New York, NY 10011",10011,2395000,1129,1,2.0,40.7449,-74.0058,condo
"540 6th Ave  #B, New York, NY 10011",10011,6995000,2052,3,4.0,40.7376,-73.9963,condo
"500 18th St   #19D, New York, NY 10011",10011,5225000,1811,2,3.0,40.74465,-74.00644,condo
"500 18th St   #14D, New York, NY 10011",10011,4250000,1710,2,3.0,40.74465,-74.00644,condo
"500 18th St   #30B, New York, NY 10011",10011,12050000,3166,3,4.0,40.74465,-74.00644,condo
"500 18th St   #18E, New York, NY 10011",10011,3475000,1266,2,3.0,40.74465,-74.00644,condo
"500 18th St   #25D, New York, NY 10011",10011,13500000,3881,4,5.0,40.74465,-74.00644,condo
"500 18th St   #11B, New York, NY 10011",10011,3965000,1433,2,3.0,40.74465,-74.00644,condo
"500 18th St   #19A, New York, NY 10011",10011,8705000,2429,3,4.0,40.74465,-74.00644,condo
"500 18th St   #24A, New York, NY 10011",10011,9530000,2530,3,4.0,40.74465,-74.00644,condo
"500 18th St   #15E, New York, NY 10011",10011,3940000,1512,2,3.0,40.74465,-74.00644,condo
"125 W  22nd St #2B, New York, NY 10011",10011,2195000,1572,2,3.0,40.74286,-73.994194,condo
"142 W  19th St   #3, New York, NY 10011",10011,2925000,1543,2,2.0,40.74106,-73.996605,condo
"118 W  12th St, New York, NY 10011",10011,22500000,6600,5,5.0,40.736137,-73.998665,single-family home
"120 11th Ave #4A, New York, NY 10011",10011,5000000,3367,4,3.0,40.746895,-74.00754,condo
"166 W  22nd St #6E, New York, NY 10011",10011,525000,490,0,1.0,40.743164,-73.99576,coop
"461 W  22nd St #A, New York, NY 10011",10011,3000000,1600,2,2.0,40.7467,-74.00358,coop
"66 9th Ave #6, New York, NY 10011",10011,24500000,5444,5,7.0,40.741096,-74.00512,condo
"16 W  16th St #14NS, New York, NY 10011",10011,2400000,1300,3,2.0,40.73766,-73.99375,coop
"451 W  22nd St #4F, New York, NY 10011",10011,349900,225,0,1.0,40.746563,-74.00318,coop
"161 W  15th St #2J, New York, NY 10011",10011,2310000,1800,2,2.0,40.739086,-73.998566,coop
"410 W  24th St   #3IJM, New York, NY 10011",10011,2850000,2200,4,3.0,40.747223,-74.00143,coop
"515 18th St   #1903, New York, NY 10011",10011,7700000,2737,3,4.0,40.745083,-74.00653,condo
"15 W  17th St #8, New York, NY 10011",10011,3250000,2221,2,2.0,40.73851,-73.993095,condo
"335 W  21st St #3RE, New York, NY 10011",10011,435000,375,0,1.0,40.73635,-73.980865,coop
"121 W  19th St   #F, New York, NY 10011",10011,4900000,2585,4,4.0,40.7411,-73.9956,condo
"72 Holland Ave, Staten Island, NY 10303",10303,285000,1428,3,1.0,40.638447,-74.17154,single-family home
"21 Emeric Ct, Staten Island, NY 10303",10303,459000,1404,2,2.0,40.636555,-74.15004,single-family home
"1356 College Avenue, Bronx, NY 10456",10456,695000,1836,7,4.0,40.83647,-73.91089,multi-family
"1165 Fulton Ave #5F, Bronx, NY 10456",10456,79999,650,1,1.0,40.829514,-73.90566,coop
"1326 Findlay Avenue, Bronx, NY 10456",10456,649999,2508,8,2.0,40.83568,-73.910324,multi-family
"1177 Grant Avenue, Bronx, NY 10456",10456,1299000,3775,14,5.0,40.83292,-73.91568,multi-family
"1259 Grant Avenue UNIT 5E, Bronx, NY 10456",10456,149000,700,1,1.0,40.834377,-73.91482,coop
"1303 College Ave, Bronx, NY 10456",10456,535000,1328,3,4.0,40.835526,-73.91199,single-family home
"1146 Forest Avenue, Bronx, NY 10456",10456,559000,1320,3,2.0,40.82796,-73.901794,single-family home
"1100 Gd Concourse #4H, Bronx, NY 10456",10456,364000,1118,2,1.0,40.832012,-73.91914,coop
"771 E  169th St, Bronx, NY 10456",10456,380000,3627,6,3.0,40.830975,-73.89942,single-family home
"1100 Grand Concourse #2F, Bronx, NY 10456",10456,539000,1200,3,2.0,40.832012,-73.919136,coop
"662 Crotona Park S, Bronx, NY 10456",10456,1125000,4000,6,5.0,40.834328,-73.89764,townhouse
"771 Forest Avenue, Bronx, NY 10456",10456,1060000,2658,7,3.0,40.81901,-73.90613,multi-family
"765 A Saint Anns Avenue UNIT 40A, Bronx, NY 10456",10456,380000,1000,3,2.0,40.81985,-73.91057,condo
"578 E 166th Street, Bronx, NY 10456",10456,950000,3804,11,6.0,40.82745,-73.905754,multi-family
"144-30 Sanford Ave  #3, Flushing, NY 11355",11355,488000,1100,2,2.0,40.758766,-73.819435,coop
"144-30 Sanford Avenue UNIT 3A, Flushing, NY 11355",11355,415000,900,2,1.0,40.758766,-73.81943,coop
"43-10 Kissena UNIT 16L, Flushing, NY 11355",11355,489000,1100,2,2.0,40.75495,-73.8245,coop
"14464 Sanford Ave, Flushing, NY 11355",11355,350000,800,1,1.0,40.75887,-73.82063,single-family home
"133-27 Sanford Ave #41, Flushing, NY 11355",11355,398000,1000,2,1.0,40.75627,-73.82994,coop
"7 E  14th St #618, New York, NY 10003",10003,995000,815,1,1.0,40.73585,-73.99251,coop
"322 W  57th St #17K, New York, NY 10019",10019,1025000,624,0,1.0,40.766968,-73.98399,condo
"221 W  21st St #2D, New York, NY 10011",10011,598000,450,0,1.0,40.74345,-73.99751,coop
"5635 Netherland Ave #6G, Bronx, NY 10471",10471,255000,1000,2,1.0,40.905308,-73.90648,coop
"2400 Johnson Avenue UNIT 14E, Bronx, NY 10463",10463,630000,1300,2,2.0,40.876457,-73.91868,coop
"750 Kappock Street UNIT 408, Bronx, NY 10463",10463,579000,1400,2,2.0,40.88184,-73.91992,coop
"525 W 235th Street UNIT 7D, Bronx, NY 10463",10463,365000,1175,2,2.0,40.88558,-73.908325,coop
"5425 Valles Ave #S1P, Bronx, NY 10471",10471,320000,1050,2,1.0,40.902058,-73.900055,coop
"750 Kappock St #408, Bronx, NY 10463",10463,579000,1400,2,2.0,40.88184,-73.91992,coop
"1430 Thieriot Ave #5C, Bronx, NY 10460",10460,179000,975,2,1.0,40.836708,-73.86502,coop
"1722 Purdy Street UNIT 3A, Bronx, NY 10462",10462,217000,766,2,1.0,40.8411,-73.854034,condo
"3039 Young Ave, Bronx, NY 10469",10469,530000,1536,3,2.0,40.87063,-73.848236,single-family home
"1037 E  221st St, Bronx, NY 10469",10469,760912,2120,5,3.0,40.882088,-73.85218,multi-family
"1320 Gillespie Avenue, Bronx, NY 10461",10461,880000,1582,5,2.0,40.838753,-73.8298,multi-family
"3775 Willett Avenue, Bronx, NY 10467",10467,815000,2658,8,3.0,40.88389,-73.86453,multi-family
"2750 Johnson Avenue UNIT 4A, Bronx, NY 10463",10463,255000,975,2,1.0,40.880135,-73.911766,coop
"5700 Arlington Avenue UNIT 15B, Bronx, NY 10471",10471,735000,1600,3,2.0,40.906563,-73.90659,coop
"525 W  235th St #7D, Bronx, NY 10463",10463,365000,1175,2,2.0,40.88558,-73.908325,coop
"645 Barretto St #5E, Bronx, NY 10474",10474,135000,850,2,1.0,40.813507,-73.88938,coop
"4455 Douglas Avenue UNIT 5B, Bronx, NY 10471",10471,800000,1955,3,3.0,40.8894,-73.9175,condo
"257 Newman Avenue, Bronx, NY 10473",10473,775000,3304,6,4.0,40.811153,-73.85487,multi-family
"461 Commonwealth Avenue, Bronx, NY 10473",10473,925000,2745,7,4.0,40.813385,-73.86423,multi-family
"518 Underhill Avenue, Bronx, NY 10473",10473,590000,1570,4,2.0,40.81599,-73.85856,multi-family
"1131 Fteley Avenue, Bronx, NY 10472",10472,999999,3200,7,4.0,40.827927,-73.87155,multi-family
"1551 Unionport Rd #12E, Bronx, NY 10462",10462,205000,816,1,1.0,40.8361,-73.857346,condo
"1504 Metropolitan Avenue UNIT 7C, Bronx, NY 10462",10462,200000,643,1,1.0,40.83861,-73.85652,condo
"1561 Haight Avenue, Bronx, NY 10461",10461,575000,1850,3,2.0,40.845406,-73.85012,single-family home
